第A01版：,头版,2016-02/17,小孩将要开学家长恶补作业,【A04版】
第A01版：,头版,2016-02/17,随便一小店都是一车站,【A09版】
第B03版：,人物,2016-02/17,循道途中那束不灭的光,编者按：老胡每年写给建业人的新年寄语，早已成为地产界的期待与阅读习惯。这些独特的书写既是指导企业发展的精神总纲，脉络清晰，思考严谨,也是对于企业实践思考最生动的记录文献。规律为道。循道而为，不惧陌路。从农历壬申到丙申，两个地支轮回，24年，建业人在探寻企业生存之道和成长之道的途中，既是行者，亦是耕者――春耕、夏耘、秋收、冬藏，一路前行，殷实坚定。行进途中，且行且思，且思且得，最深的感悟是：全力满足客户需求就是企业经营永远正确的方向！1994年，为了“河南人”这一建业人心中最大的客户群，建业毅然扛起了“河南建业足球”的大旗，22年，一路风雨……同年，为了向业主提供规范的物业服务，河南首家专业物业管理企业“河南建业物业管理有限公司”宣告成立。1996年，为了小区业主的孩子们能够获得更高标准的幼教服务，河南首家双语教学幼教机构“建业小哈佛双语幼儿园”落成，次年，建业小哈佛双语学校建成开学。1998年，国家为了拉动经济快速增长，出台了一系列鼓励和支持城市居民购房需求的政策，因此，这一年可以称为中国房地产业大发展的元年，也是客户刚性需求爆发的一年，建业将城市高端消费人群的改善性需求作为企业经营的重点方向，提出了“为有房人造房”。1999年，建业在第一个社区金水花园的开发接近尾声时，大胆地在全省的房展会上举行“建业反思日”，公开接受客户的集中投诉，向社会展示企业诚恳待客的诚心和决心。2001年，建业率先提出“谁拥有了客户，谁就拥有了未来”的“客户观”，并组建了“建业会”，为企业的省域化战略在全省布局的展开着手基础的铺垫。2004年，建业在陆续进入大部分地级城市后，适时在集团设立了“客户服务中心”，提出了“发现需求、满足需求、引导需求、创造需求”是企业经营的要义,也是企业生存前提的“经营观”。2006年，建业与郑州金博大购物中心合作，举办“建业客户购物专场”活动，进一步确立“建业房产，身份象征”的服务目标。2009年，受全球金融危机的冲击，我国房地产市场急速降温，一些龙头企业也开始带头降价促销，致使行业出现群体性恐慌。建业人在逆势中镇定从容，利用市场低迷空隙，果敢地在企业内部刮起一场“百日风暴”，开展“琢玉行动”，使大小600余项由于快速发展而积压的房屋质量瑕疵和服务“欠账”集中得以清理，也让全体员工对产品质量和服务水平与企业品牌美誉度的关系有了进一步的认识。2011年，在建业雅乐轩酒店开业仪式上，“建业大服务体系建设规划”首次对媒体公开发布，描绘了在全省建设“地域、时间、功能无盲点服务体系”的宏伟目标，明确了服务体系在建业核心竞争力中的重要地位，不断重申客户之于企业的重要意义。2012年，为解决全省客户“菜篮子、花篮子、果篮子”及周末休闲度假的升级需求，建业引进荷兰的鲜切花技术及以色列的灌溉设备，投巨资兴建了占地5000亩的绿色基地。2014年，《建业版“私人订制”的价值》更加深刻地指出了大服务体系之于建业实施战略突围的意义，更加清晰地梳理了建业客户资源的比较优势，更加具体地描述了服务体系的落地目标，要求全体建业人“必须从提高认识开始，全员参与、加强学习、加大投入、持续推进”。同时指出：“待‘建业版私人订制’可以作为企业的服务产品提供给客户时，建业将完成由房地产开发商向客户新型生活方式服务商的转型。”2015年，《寻找建业的蓝海》在展望2030年的河南时，激动于“3500万人要进城，需新增住房10亿平方米”，决心“用自己的坚守与耕耘，取10%市场份额；以社区、商业物业、酒店、幼儿园和学校、足球、绿色基地和物业管理等线上线下所有资源，精心服务1000万人”。成立“嵩云科技”，正式搭建服务资源整合平台。继南阳、漯河、郑州等地四家酒店相继落成后，这一年，开封建业铂尔曼酒店荣耀开业，郑州建业5D生活馆精彩亮相。2016年，以会员制服务客户的“建业君邻会”即将成立，协助客户分享建业各类服务资源的支付工具“建业通宝”也将发行，嵩云科技服务业主客户的“一家”和服务球迷客户的“建业足球”等APP产品也将不断升级――这一年，将是建业服务资源大整合的关键节点。季复一季，年复一年，一路探索，一路创新。住房、体育、教育、文化、旅游、社区生活、投资兴业――客户生活需求的不断升级和日益丰富多元，就是企业战略转型致力的方向，就是照亮建业人循道途中那束不灭的光。心中装着客户，建业人永远不会迷茫！
第B02版：,策划,2016-02/17,p30,,
第B04版：,综合,2016-02/17,农民工解决三四线城市库存,□记者孙煊哲陈振兴核心提示|2015年底，中央为2016年房地产行业定下基调――去库存，提出通过加快农民工市民化，扩大有效需求，打通供需通道，消化库存，稳定房地产市场。业内人士称，郑州的库存压力并不大，“靠农民工去库存不现实，农民工主要解决三四线城市的库存。”调查显示，八成以上农民工愿意在县城买房，他们为什么愿意在县城买房,他们的购买力究竟如何？记者对郑州、新乡、原阳等地进行了调查。[省会]挣得不少，依然买不起房孙志明来自扶沟县的一个小村庄，今年32岁，和媳妇在郑州打工已经10年了。他在一家印刷厂上班，几年的技术积累使他现在每月能拿到5000多元，媳妇在另外一家工厂上班，每月也有4000元的工资进账。除去吃住，俩人每月能存6500元。钱包慢慢地鼓了起来，1年前他们在县城买了一套80平米的房。“小孩7岁多了，想着在县城上学能得到更好的教育。”当问及为什么不在郑州买房时，他回答道：“一来，经济不允许，动辄几十万的首付实在买不起，除非房子降价。二来，老人住郑州那样的大城市也不习惯，县城离老家近些，回老家也更方便些。”据郑州市房管局发布的“郑房指数”显示，去年，郑州市商品房销售均价达9262元/平方米，这对远超全国农民工平均工资2864元的孙志明来说，压力依然不小。不过在县城买房压力就相对小很多。“在老家扶沟县，均价2700到2800元每平米，首付只需几万块钱，基本无压力。”志明说。据《河南农民城镇化意愿调查》报告显示，八成以上农民愿意进城落户，其中绝大多数愿意落户在县（市）。在愿意进城的农民中，有八成是为了子女能接受更好的教育，有九成年龄在16~35岁之间。[地市]政策虽好，还是太贵[县城]买得起，却没有优惠政策2015年年末，新乡市出台了购房优惠政策：即日起至2016年12月31日前,在新乡市区购买新建普通商品住房(144O以下)的各县(市)、区农民或外来人员，市财政给予150元/O的购房补贴；新乡户籍家庭,2016年1月1日至12月31日前,在新乡市区购买新建普通商品住房(144O以下)的,市财政给予实缴契税50%的补贴；农民进城购房落户后,其子女还可享受到与城镇居民子女同等的义务教育待遇。即使这么多优惠政策，也难以让普通农民工在新乡市区买房。新乡市牧野大道一处售楼大厅内，置业顾问朱女士称，“这些政策优惠下来能省2万元左右，但是依然难以吸引农民工来市区买房，房价对他们来说还是有些高。”中指研究院数据显示，2015年12月份，新乡新建住宅均价为4095元/O。在原阳县安泰街一处售楼大厅内，小刘正和几个亲戚一起选房。他也是在外打工，提前回来就是准备年前把婚事定下来，女方家要求“必须有房”。打工几年的积蓄加上父亲给的，小刘在县城首付买房压力不算大。小刘的父亲说，“就算女方家不要求，我也打算给儿子买房。”专家农民工主要解决三四线城市的库存据河南省房管部门统计，截至2015年11月底，河南省商品房库存面积11165万平方米，同比增长7.6%，去化周期17个月。这其中，有7个县市去化周期超过36个月，有32个县市去化周期在18个至36个月之间，郑州的库存消化周期为9个月。按地产界通常的说法，去化周期12个月左右说明供需相对平衡，超过这个点，就会有去库存的压力。郑州大学公共管理学院社会学教授纪德尚表示，“加快城乡一体化的建设是大趋势，以农民工现在的收入来看，依靠农民工去库存是不现实的。”他说，“房地产的库存主要集中在三四线城市，靠农民工去库存主要是解决三四线城市的库存压力。”纪德尚称，依靠农民工去库存不仅仅是让农民工在城市里买房，政府还应该提供一些支持。比如提供一些工作岗位，让农民工有稳定的收入，解决教育医疗等问题，才能让农民工真正地在城市里扎根。
第B04版：,综合,2016-02/17,郑州楼市太火爆专家建议早买房,第B05版：,热点,2016-02/17,房租普涨 10%催生合租“热”,□记者殷淑娟李飞核心提示|刚从老家过完年回郑州的小刘这两天心里有点堵。昨日，她和男朋友租住的西史赵小区房东敲开了他们的房门，通知他们从下个月起，他们租住的65平方小两房房租每个月从1900元涨到2300元。小刘和男朋友小邓商量，要不就搬家再找个一室一厅的小房子，要不就把另一间房子转租出去，以补贴涨价的租金。昨日，记者调查后发现，春节过后，随着一大波返工潮的到来及庙李、刘庄等城中村贴出拆迁时间表等因素的叠加，郑州租房价格普通上涨近10%，而房租上涨也催生出租房屋合租“热”。郑漂族节后找房成头等大事“春节最难办的事情是买火车票，春节后最难办的事情是租房子。”21世纪不动产郑州区域总经理王川告诉记者，节前节后虽然时间不长，租房价格却相差甚远。从他们各个门店反馈的情况来看，2016年春节过后，租金总体呈现稳中有升，租金涨了5%-10%。老家在信阳的陈诚今年初三就告别父母，从信阳返郑，而春节假期的最后几天，他和女朋友主要精力就放在了找房子上。两人原来在庙李租住了一套一室一厅的房子，但因为庙李拆迁，他们不得不换房子。陈诚说告诉记者：“自己和女朋友刚工作两年，家庭条件也不是特别好，工作也不是很稳定，所以暂时不考虑买房。”他所在的公司在百脑汇，这附近的房租真是贵，50平方左右的每月租金都在1800以上。北环以外中方园小区100平方米左右的租金都涨到了3000左右。陈诚说，要是实在找不到合适的房子，就准备和别人合租了。据了解，近日，目前，庙李、刘庄、高皇寨等城中村都张贴了拆迁公告。要求在3月21日前清空房屋。早在去年年底，就有陈寨、庙李、刘庄、柳林等8个城中村将在2016年年内拆迁完毕的新闻消息，附近小区的租房价格都开始水涨船高。但春节前很多在这些城中村居住的租客基本都是抱着“能多住一天算一天”的心态，毕竟城中村的房租还是便宜。春节过后，当拆迁公告正式贴到了村头，搬家换房就成了这些年轻人的头等大事，据王川介绍，21世纪不动产各门店初七第一天上班，当天北环、文化路附近的门店来咨询租房的年轻人比较多，估计多是受陈寨、庙李城中村拆迁影响，而初七成交的有几套都是蓝堡湾小区及附近的小区公寓房。王川告诉记者，春节后租房价格贵成了常态。首先，返乡过年的务工人员就能迅速催旺二手房租赁市场，接着，一些招聘会陆续开始，学生租房找工作的增多。另外，不少陪小孩读书的家长，年后会选择在补习班及学校的附近租房等，这些都导致春节后租房热，租房难。据估算，居住在郑州金水区陈寨、庙李、高皇寨、柳林等12个城中村的郑漂有约40万人，这些人的搬迁将使郑州节后租房难和租金上涨愈演愈烈。租金涨催生“合租热”“一个人住单人公寓条件可能差一点，而且价钱也不算低，但是租套房就太贵了，所以我觉得，找两个人合租个三室的房子，那样条件还好，付房租也轻松。”正在租房的小李告诉记者。而在西史赵小区租房的小刘和男朋友小邓权衡再三，决定把自己租的两居室的房子另一间卧室腾出来，挂到网上寻找合租人。小刘说，虽然与别人合租给生活带来了很多不便，但因为房租涨太高了，搬家再找房子一是麻烦，二是也很难寻到合适的房子，不如把另一个卧室租出去，分担一下租金压力。小邓告诉记者，房子挂到网上刚一天，打电话咨询的人就很多，因为庙李拆迁在即，这两天在附近找房的年轻人特别多。很多年轻人放弃个人租住单人公寓的念头，在正规的商品房小区内寻找合租房。面对合租市场的崛起，不少房屋中介也积极参与其中，一家房屋中介工作人员称，比较起来的话合租可以花同样的钱，寻找到条件相对较好的小区，“合租的话租两室、三室肯定划算一些，就像一个两室的房子，一个月一千多块钱，精装修的一千七八，带全套家电，两三个人分摊也不算太多”。拼房合租问题多虽然合租省钱，但是市民在选择合租时也要特别注意，避免遭遇“二房东”，交了房租却“无家可归”。在郑州一高校上大四的学生小谢年前找了家单位实习，当时在单位附近租个房子，跟所租房子内自称房东的郭先生匆匆签了租房协议，约定租期半年，月租金600元。但刚搬进去没多久，真正的房主找上门，告诉他，郭某只是“二房东”，所签合同马上到期，其无权将房屋转租，小谢不仅交的押金和租金“打了水漂”，还被要求尽快搬出住房。记者登录一些网站寻找租房信息，并通过电话与出租者进行了联系。当记者要求对方出示房产证以及签订正式的租房合同时，结果发现网上“单间出租”的几乎都是“二房东”，他们是从原房东手里租下整套房子，然后再分出单房转租给他人。记者还了解到，传统的中介服务会对房主的身份进行审核，为承租人提供安全保证，而一般的租房网站只是信息发布平台，缺少对出租人身份和房源的审核，一切风险都由承租人自己承担。因此，记者提醒，在租房签订协议前，需要仔细查看房主产权证明和房主身份证，确认两证是否统一，并索取复印件作为合同附件，如果出租人是二房东，那么在签订租房合同时，还应注意二房东与房东的合同中有无同意对外再行出租的问题，如果没有合同就无效。另外，最好将房屋内家电的运作情况、家居的完好程度等清楚写入清单内,与房东约定出故障时维修费用由谁承担以及责任划分,避免入住后产生矛盾。
第B01版：,大河楼市,2016-02/17,地产班干部“围炉夜话”,第A16版：,综合,2016-02/17,“这点奖金不配 147”,第A16版：,综合,2016-02/17,省青少年足球冬令营开营,□记者王小娟本报讯昨日上午，河南省首届纽崔莱“为足球，爱奔跑”青少年足球冬令营在郑州大学体育学院足球场正式开营，本次冬令营由河南省足球协会主办，中国郑开国际马拉松执委会承办，共有来自全省的20余名中小学生参加了本次冬令营。春节前夕，大河报联合郑开马拉松共同发出青少年足球冬令营征集令，不到3天名额就全部报满。据了解，此次活动善款是由2015年安利公司联合郑开马拉松组委会推出的足球季慢跑活动募捐而来，全部用于发展青少年足球。昨日，郑开国际马拉松执委会主任刘斌表示，希望通过本次冬令营从河南各地召集一批有一定足球基础的小学生，经过短期训练后，使他们在足球素养方面有一定的提高，同时可以培养他们的组织性、纪律性，也可以培养勇于进取、坚韧不拔的赛场意志。
第A15版：,品鉴,2016-02/17,不看脸只听歌,□记者张丛博这里不是巴黎时装秀，否则个子不高、头发蓬乱的艾德・希兰不会登台。也不是奥斯卡，否则微胖界小妞梅根・特瑞娜捧得奖杯的难度会更高。这是昨天刚落幕的第58届格莱美音乐奖颁奖礼，在看脸的世界里，这里只听好声音。连续三年入围格莱美的艾德・希兰终于夺得了“最佳流行歌手”，特瑞娜在拿下“最佳新人”奖后喜极而泣。对了，还有颁奖礼上，身材同样不算完美的阿黛尔开嗓献唱，而她已收获了10座格莱美奖杯。不禁回想《中国好声音》节目风靡之初，打动人的正是只闻其声不见其人的纯粹。艾德・希兰因为经常穿的衣服就那么几件，曾被杂志评为“最差着装”。他不在乎这个，依旧前一天穿什么表演时就穿什么，他追求的不是华丽的舞台，而是华丽的音乐。特瑞娜大概也是这一路的，她把自信的气势甩进歌词里：“快点告诉那些瘦得像皮包骨般的妹子，姐我回来了！我知道你认为自己很胖，但今天我在这里，就是要告诉你：你身上的每一寸均是完美无瑕，从头到脚都是如此。”都知道荣誉能让人长脸，拿了格莱美当然会觉得有面子。不过，有没有格莱美又能怎样？一年前，艾德・希兰来中国时曾说过：“成功与否不能拿奖杯来衡量，能拿到格莱美固然很好，但它绝对不是定义我艺术家身份的必要条件。”这句话，想必肯德里克・拉马尔会认同，这位本届提名大热门在综合类大奖中全部失败。如果不是用才华继续吸引听众，而是依赖过往光环沦为娱乐大众的角色，总会让人难过。有没有格莱美，音乐就在那里，莫让乱花迷了眼。本届格莱美还有一个赢家，泰勒・斯威夫特。中国歌迷喜欢叫她“霉霉”，因为她每次冲击单曲榜单冠军时，都会倒霉地屈居亚军。或许这个名号将消失了，她凭借新专辑《1989》夺下年度最佳专辑奖。在中国，相貌普通的徐佳莹，从小众音乐走红到了电视荧屏，不忘初心，“就算有一天牙掉了，也要写一首掉牙的歌”。世界再怎么看脸，音乐依旧没有国界，不分种族，不问过去。非洲马拉维一所监狱的囚犯组合出乎意料地获得了格莱美音乐奖的提名，中国歌手孙楠获得了由格莱美主席亲授的“主席荣誉奖”。在看脸的世界闯荡，有才华远远足够。毕竟，相貌可以整容PS，好声音得靠实力，哪个更靠谱呢？
第A14版：,证券,2016-02/17,重心逐步上移反弹有望延续,受外围市场大幅反弹的影响，周二沪深两市双双跳空高开，振荡上扬，大盘突破2800点整数关口，并站上5日和10日均线，最高冲到2840点，随后，在BOLL线的中轨（2833点）处遇到压力，经过高位盘整，最终收报2836点，上涨3.29%。从四大指数看，涨幅最大的是创业板指数为4.02%。显示“题材+小盘股”受到市场的青睐。两市有180只股票涨停，没有跌停的股票。上涨家数远超过下跌家数，普涨格局明显，超跌反弹是主要特点。人民币汇率上涨、欧美以及亚洲股市大幅反弹等都给A股反弹带来了契机，而李克强总理的讲话对稳定金融市场作用明显。消息面和技术面形成共振，带来了周二市场的上涨。从盘面看，钢铁、海运、移动支付以及软件等都有较好的表现，供给侧改革、海洋经济迈出新台阶以及苹果支付入华时间确定等都带来了个股的上涨。黄金板块、移动支付板块的轮动表现，显示资金开始活跃，低位承接能力增强。但是能否形成趋势性上涨，还需观察。基本面上，央行公布了2016年1月金融数据报告，1月末，广义货币（M2）和人民币新增贷款都出现了较快的增长。显示政府投资以及房地产的需求改善，稳定了经济增长预期。但同时也看到，宽松的流动性，也使得央行可操作空间降低，降准降息或延后。从技术上看，大盘主要压力位在BOLL线中轨处，有效越过BOLL线中轨，短线仍将上行。否则，只能以短线操作为主，把握高抛低吸的节奏。操作上，投资者可关注虚拟现实概念、两会主题投资以及黄金个股的避险概念。民生证券
第A15版：,品鉴,2016-02/17,西部牛仔式的武侠片,第A11版：,综合,2016-02/17,不弃核，政权会瓦解,韩国总统朴槿惠16日在国会发表措辞罕见强硬的演讲，誓言将对朝鲜实施“强硬而有效的措施”，使其“认识到发展核武器只会加速政权瓦解”。美联社认为，韩国高级官员关于朝鲜的讲话中很少出现“政权瓦解”这一字眼，朴槿惠此番言论势必会激怒朝方。朴槿惠说，“很明显，朝鲜并不想讨论弃核”，也“无意追求和平”。“金正恩一路狂奔，如果不作出改变，随着时间推移，朝鲜很有可能会开始部署核弹头导弹。”朴槿惠说。一周前，韩国政府宣布，将无限期全面中断开城工业园区运营。开城工业园区是朝韩双方经济合作的最主要成果，也成为双方关系冷暖的重要晴雨表。对于园区关闭，朴槿惠说，“中断开城工业园区只是与国际社会一同进行制裁的开始而已”。朴槿惠认为，多年以来，韩国已经对来自朝鲜的挑衅渐生“麻木”，“是时候找出根本解决方法，并拿出勇气付诸行动。”新华社
第A10版：,综合,2016-02/17,理想伴侣最低月薪 6701元?,找对象该不该门当户对?恋爱起步价太高“恋不起”怎么办?国内互联网婚恋交友平台世纪佳缘通过对全国14697名单身人士的调查(男女比例近1比1)，前天发布2015年度中国男女婚恋观调查报告，内容涵盖交友及择偶方式、生活消费理念等方面。在对理想的另一半收入要求上，不同地区不同年龄阶层要求各不相同。其中女性认为理想伴侣的最低月薪为6701元，80后女性对恋爱起步价要求最高，为6993元，90后对恋爱起步价要求相对偏低，为6534元。各个地区的数据显示，华南地区的男性和华北地区的女性恋爱起步价最高，其中，有房也成为很多女性结婚的硬性条件，不能降低。有意思的是，在另一半工资卡是否上交的问题上，74%女性的态度是“不主动、不拒绝”，而月薪过万的男性最希望金钱自由，不肯交出工资卡的比例最高。不同年龄段中，80后女性管钱欲最强，78%的女性会主动要或接受对方的工资卡。未婚男女最关注点有差异在认为“婚姻应该门当户对”的观点上，33%的男性和50%的女性表示赞同，远高于反对比例，无论男女，学历越高思想越传统，认为“婚姻应该门当户对”的比例越高，其中硕士及以上的人群，男性和女性的占比分别高达58%和73%。在全国各个省份中，上海男性对“门当户对”的认同度最高，达46%。调查显示，在婚恋网站搜索心仪对象时，男性最关注的关键词前三位分别为“外形条件(68%)、年龄(64%)和学历(25%)”，女性最关注的关键词则为“年龄(61%)、外形条件和收入(均为60%)、有房(46%)”。“低头”易造成恋爱失败调查显示，单身群体中，男性的孤独感要普遍高于女性。其中，学历较低，收入较低的群体，其孤独感便越高。高中学历以下，以及月收入2000元以下的男性，孤独指数为77分(满分100)，女性则分别为69分和70分，远高于其他学历和收入人群。而在各年龄层中，90后的孤独指数最高，其中男性为75分，女性为68分。数字时代，“低头”现象正在成为影响年轻人面对面交流的障碍。有45%的男性和50%的女性单身人群认为无意识的“低头”在生活中已经影响到人们之间的交流与互动，而间接造成单身，所以更加不能被忽视。与此同时，“对方是否及时回复消息及接听电话”也成为影响“恋爱安全感”的要素之一。Y据新民晚报
第A11版：,综合,2016-02/17,欧洲央行考虑废除面值500欧元钞票,第A09版：,社会,2016-02/17,春节打工大学生获赠电脑和千元生活费,□记者余淼文洪波摄影本报讯昨天早上6点，结束了15天寒假分拣工生活、在郑州过完春节后，周口男生桑胜华和宝丰女生连晓珊直奔郑州长途汽车南站而去。在那里，河南省福兴儿童公益基金会70岁的李庆年老师，要把基金会捐出的一台华硕笔记本电脑和基金会青少年志愿者郑州外国语新枫杨学校2018届25班学生陈昶声捐赠的1000元生活费送给他俩。与此同时，他还给两人送来了红马甲，请他们担任“助童助学爱心使者”。没想到，因为连晓珊的鞋子开胶，双方临时又将见面地点改为离双方最近的报业大厦（如图）。去年盛夏，桑胜华和连晓珊报名参加了大河报2015年利群阳光助学行动，顺利进入大学。
